- - - - - - - experiments/1_class/10_in_clusters.argos experiments/1_class/10_in_lines.argos experiments/1_class/3_in_clusters.argos experiments/1_class/3_in_lines.argos experiments/1_class/4_in_clusters.argos experiments/1_class/4_in_lines.argos experiments/1_class/5_in_clusters.argos experiments/1_class/5_in_lines.argos experiments/1_class/6_in_clusters.argos experiments/1_class/7_in_clusters.argos experiments/2_class/10_in_clusters.argos experiments/2_class/10_in_lines.argos experiments/2_class/3_in_clusters.argos experiments/2_class/3_in_lines.argos experiments/2_class/4_in_clusters.argos experiments/2_class/4_in_lines.argos experiments/2_class/5_in_clusters.argos experiments/2_class/5_in_lines.argos experiments/4_class/10_in_clusters.argos experiments/4_class/10_in_lines.argos experiments/4_class/12_uniform_0.05_density.argos experiments/4_class/12_uniform_0.10_density.argos experiments/4_class/12_uniform_0.20_density.argos experiments/4_class/16_uniform_0.05_density.argos experiments/4_class/16_uniform_0.10_density.argos experiments/4_class/16_uniform_0.20_density.argos experiments/4_class/20_uniform_0.05_density.argos experiments/4_class/20_uniform_0.10_density.argos experiments/4_class/20_uniform_0.20_density.argos experiments/4_class/3_in_clusters.argos experiments/4_class/3_in_lines.argos experiments/4_class/40_uniform_0.05_density.argos experiments/4_class/40_uniform_0.10_density.argos experiments/4_class/40_uniform_0.20_density.argos experiments/4_class/4_in_clusters.argos experiments/4_class/4_in_lines.argos experiments/4_class/5_in_clusters.argos experiments/4_class/5_in_lines.argos 
1531 -1.0000 -1.0000 0.3333 0.0000 -0.6667 0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2205491803.144 2153221934.035 850718929.189 833543826.730 1135128307.953 934177329.111 1315905322.808 1292128293.002 1224833403.191 1188472974.631 407945339.317 390295377.774 401950441.750 560148711.568 582312134.253 382683184.856 667382163.742 547663486.486 604348716.269 388243917.247 357335603.305 1160039713.527 1060973411.812 1015844043.668 571017126.643 494028699.026 623262321.719 563619367.880 
1532 -1.0000 -1.0000 0.3333 0.0000 -0.6667 1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2205491803.144 2153221934.035 850718929.189 833543826.730 1135128307.953 934177329.111 1315905322.808 1292128293.002 1224833403.191 1188472974.631 407945339.317 390295377.774 401950441.750 560148711.568 582312134.253 382683184.856 667382163.742 547663486.486 604348716.269 388243917.247 357335603.305 1160039713.527 1060973411.812 1015844043.668 571017126.643 494028699.026 623262321.719 563619367.880 
1533 -1.0000 -1.0000 0.3333 0.0000 -0.3333 -1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2140845572.703 1908230486.050 845401994.848 568349388.272 1048692236.768 875286898.268 1183884376.318 1093294284.662 1157659485.502 1016253422.925 365686814.554 334308915.615 275037007.981 389670476.495 469685806.025 333690636.524 515812632.798 441827838.105 412651823.601 332473103.967 288324595.799 1010656956.184 764759797.953 646823587.460 431456269.214 391114963.260 610714350.099 464744638.659 
1534 -1.0000 -1.0000 0.3333 0.0000 -0.3333 -0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2140845572.703 1908230486.050 845401994.848 568349388.272 1048692236.768 875286898.268 1183884376.318 1093294284.662 1157659485.502 1016253422.925 365686814.554 334308915.615 275037007.981 389670476.495 469685806.025 333690636.524 515812632.798 441827838.105 412651823.601 332473103.967 288324595.799 1010656956.184 764759797.953 646823587.460 431456269.214 391114963.260 610714350.099 464744638.659 
1535 -1.0000 -1.0000 0.3333 0.0000 -0.3333 -0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2140845572.703 1908230486.050 845401994.848 568349388.272 1048692236.768 875286898.268 1183884376.318 1093294284.662 1157659485.502 1016253422.925 365686814.554 334308915.615 275037007.981 389670476.495 469685806.025 333690636.524 515812632.798 441827838.105 412651823.601 332473103.967 288324595.799 1010656956.184 764759797.953 646823587.460 431456269.214 391114963.260 610714350.099 464744638.659 
1536 -1.0000 -1.0000 0.3333 0.0000 -0.3333 0.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2140845572.703 1908230486.050 845401994.848 568349388.272 1048692236.768 875286898.268 1183884376.318 1093294284.662 1157659485.502 1016253422.925 365686814.554 334308915.615 275037007.981 389670476.495 469685806.025 333690636.524 515812632.798 441827838.105 412651823.601 332473103.967 288324595.799 1010656956.184 764759797.953 646823587.460 431456269.214 391114963.260 610714350.099 464744638.659 
1537 -1.0000 -1.0000 0.3333 0.0000 -0.3333 0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2140845572.703 1908230486.050 845401994.848 568349388.272 1048692236.768 875286898.268 1183884376.318 1093294284.662 1157659485.502 1016253422.925 365686814.554 334308915.615 275037007.981 389670476.495 469685806.025 333690636.524 515812632.798 441827838.105 412651823.601 332473103.967 288324595.799 1010656956.184 764759797.953 646823587.460 431456269.214 391114963.260 610714350.099 464744638.659 
1538 -1.0000 -1.0000 0.3333 0.0000 -0.3333 0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2140845572.703 1908230486.050 845401994.848 568349388.272 1048692236.768 875286898.268 1183884376.318 1093294284.662 1157659485.502 1016253422.925 365686814.554 334308915.615 275037007.981 389670476.495 469685806.025 333690636.524 515812632.798 441827838.105 412651823.601 332473103.967 288324595.799 1010656956.184 764759797.953 646823587.460 431456269.214 391114963.260 610714350.099 464744638.659 
1539 -1.0000 -1.0000 0.3333 0.0000 -0.3333 1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2140845572.703 1908230486.050 845401994.848 568349388.272 1048692236.768 875286898.268 1183884376.318 1093294284.662 1157659485.502 1016253422.925 365686814.554 334308915.615 275037007.981 389670476.495 469685806.025 333690636.524 515812632.798 441827838.105 412651823.601 332473103.967 288324595.799 1010656956.184 764759797.953 646823587.460 431456269.214 391114963.260 610714350.099 464744638.659 
1540 -1.0000 -1.0000 0.3333 0.0000 0.0000 -1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1370927266.635 767037621.227 220863919.025 79240942.540 400915581.499 130491370.724 551988784.885 167874050.412 440534250.081 373746824.710 6598514.443 4844096.930 20926652.491 55795141.771 27890638.156 12711475.289 74104712.010 35016998.738 24379141.119 110128279.226 21399952.623 425536962.199 157269303.185 76771310.011 182997410.403 55108739.724 243072199.937 84946152.228 
1541 -1.0000 -1.0000 0.3333 0.0000 0.0000 -0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1370927266.635 767037621.227 220863919.025 79240942.540 400915581.499 130491370.724 551988784.885 167874050.412 440534250.081 373746824.710 6598514.443 4844096.930 20926652.491 55795141.771 27890638.156 12711475.289 74104712.010 35016998.738 24379141.119 110128279.226 21399952.623 425536962.199 157269303.185 76771310.011 182997410.403 55108739.724 243072199.937 84946152.228 
1542 -1.0000 -1.0000 0.3333 0.0000 0.0000 -0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1370927266.635 767037621.227 220863919.025 79240942.540 400915581.499 130491370.724 551988784.885 167874050.412 440534250.081 373746824.710 6598514.443 4844096.930 20926652.491 55795141.771 27890638.156 12711475.289 74104712.010 35016998.738 24379141.119 110128279.226 21399952.623 425536962.199 157269303.185 76771310.011 182997410.403 55108739.724 243072199.937 84946152.228 
1543 -1.0000 -1.0000 0.3333 0.0000 0.0000 0.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1370927266.635 767037621.227 220863919.025 79240942.540 400915581.499 130491370.724 551988784.885 167874050.412 440534250.081 373746824.710 6598514.443 4844096.930 20926652.491 55795141.771 27890638.156 12711475.289 74104712.010 35016998.738 24379141.119 110128279.226 21399952.623 425536962.199 157269303.185 76771310.011 182997410.403 55108739.724 243072199.937 84946152.228 
1544 -1.0000 -1.0000 0.3333 0.0000 0.0000 0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1370927266.635 767037621.227 220863919.025 79240942.540 400915581.499 130491370.724 551988784.885 167874050.412 440534250.081 373746824.710 6598514.443 4844096.930 20926652.491 55795141.771 27890638.156 12711475.289 74104712.010 35016998.738 24379141.119 110128279.226 21399952.623 425536962.199 157269303.185 76771310.011 182997410.403 55108739.724 243072199.937 84946152.228 
1545 -1.0000 -1.0000 0.3333 0.0000 0.0000 0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1370927266.635 767037621.227 220863919.025 79240942.540 400915581.499 130491370.724 551988784.885 167874050.412 440534250.081 373746824.710 6598514.443 4844096.930 20926652.491 55795141.771 27890638.156 12711475.289 74104712.010 35016998.738 24379141.119 110128279.226 21399952.623 425536962.199 157269303.185 76771310.011 182997410.403 55108739.724 243072199.937 84946152.228 
1546 -1.0000 -1.0000 0.3333 0.0000 0.0000 1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1370927266.635 767037621.227 220863919.025 79240942.540 400915581.499 130491370.724 551988784.885 167874050.412 440534250.081 373746824.710 6598514.443 4844096.930 20926652.491 55795141.771 27890638.156 12711475.289 74104712.010 35016998.738 24379141.119 110128279.226 21399952.623 425536962.199 157269303.185 76771310.011 182997410.403 55108739.724 243072199.937 84946152.228 
1547 -1.0000 -1.0000 0.3333 0.0000 0.3333 -1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1351433462.716 626669551.423 221142425.398 77017835.105 432292105.677 247091013.217 623370931.861 182339471.957 425195085.965 373210558.056 3605222.353 -2133418.113 -958863.737 34419347.036 24937042.286 13021976.005 67626647.861 37816782.066 18566012.479 90535105.752 23397200.256 364790409.004 169384924.189 66806380.505 174386045.506 65302169.993 246947049.202 57203071.396 
1548 -1.0000 -1.0000 0.3333 0.0000 0.3333 -0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1351433462.716 626669551.423 221142425.398 77017835.105 432292105.677 247091013.217 623370931.861 182339471.957 425195085.965 373210558.056 3605222.353 -2133418.113 -958863.737 34419347.036 24937042.286 13021976.005 67626647.861 37816782.066 18566012.479 90535105.752 23397200.256 364790409.004 169384924.189 66806380.505 174386045.506 65302169.993 246947049.202 57203071.396 
1549 -1.0000 -1.0000 0.3333 0.0000 0.3333 -0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1351433462.716 626669551.423 221142425.398 77017835.105 432292105.677 247091013.217 623370931.861 182339471.957 425195085.965 373210558.056 3605222.353 -2133418.113 -958863.737 34419347.036 24937042.286 13021976.005 67626647.861 37816782.066 18566012.479 90535105.752 23397200.256 364790409.004 169384924.189 66806380.505 174386045.506 65302169.993 246947049.202 57203071.396 
1550 -1.0000 -1.0000 0.3333 0.0000 0.3333 0.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1351433462.716 626669551.423 221142425.398 77017835.105 432292105.677 247091013.217 623370931.861 182339471.957 425195085.965 373210558.056 3605222.353 -2133418.113 -958863.737 34419347.036 24937042.286 13021976.005 67626647.861 37816782.066 18566012.479 90535105.752 23397200.256 364790409.004 169384924.189 66806380.505 174386045.506 65302169.993 246947049.202 57203071.396 
1551 -1.0000 -1.0000 0.3333 0.0000 0.3333 0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1351433462.716 626669551.423 221142425.398 77017835.105 432292105.677 247091013.217 623370931.861 182339471.957 425195085.965 373210558.056 3605222.353 -2133418.113 -958863.737 34419347.036 24937042.286 13021976.005 67626647.861 37816782.066 18566012.479 90535105.752 23397200.256 364790409.004 169384924.189 66806380.505 174386045.506 65302169.993 246947049.202 57203071.396 
1552 -1.0000 -1.0000 0.3333 0.0000 0.3333 0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1351433462.716 626669551.423 221142425.398 77017835.105 432292105.677 247091013.217 623370931.861 182339471.957 425195085.965 373210558.056 3605222.353 -2133418.113 -958863.737 34419347.036 24937042.286 13021976.005 67626647.861 37816782.066 18566012.479 90535105.752 23397200.256 364790409.004 169384924.189 66806380.505 174386045.506 65302169.993 246947049.202 57203071.396 
1553 -1.0000 -1.0000 0.3333 0.0000 0.3333 1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1351433462.716 626669551.423 221142425.398 77017835.105 432292105.677 247091013.217 623370931.861 182339471.957 425195085.965 373210558.056 3605222.353 -2133418.113 -958863.737 34419347.036 24937042.286 13021976.005 67626647.861 37816782.066 18566012.479 90535105.752 23397200.256 364790409.004 169384924.189 66806380.505 174386045.506 65302169.993 246947049.202 57203071.396 
1554 -1.0000 -1.0000 0.3333 0.0000 0.6667 -1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1103296966.018 661843348.467 241287238.389 109963524.012 437112045.848 369708564.801 638938306.821 293688910.956 451232302.000 326973461.423 377300.489 -3397543.368 1550813.203 30109671.629 22554891.145 16595468.427 98759138.937 35365197.681 16294122.761 82952462.943 19020802.447 323829441.387 156221939.443 69681835.968 143798690.862 88696398.704 197531752.915 49235369.754 
1555 -1.0000 -1.0000 0.3333 0.0000 0.6667 -0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1103296966.018 661843348.467 241287238.389 109963524.012 437112045.848 369708564.801 638938306.821 293688910.956 451232302.000 326973461.423 377300.489 -3397543.368 1550813.203 30109671.629 22554891.145 16595468.427 98759138.937 35365197.681 16294122.761 82952462.943 19020802.447 323829441.387 156221939.443 69681835.968 143798690.862 88696398.704 197531752.915 49235369.754 
1556 -1.0000 -1.0000 0.3333 0.0000 0.6667 -0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1103296966.018 661843348.467 241287238.389 109963524.012 437112045.848 369708564.801 638938306.821 293688910.956 451232302.000 326973461.423 377300.489 -3397543.368 1550813.203 30109671.629 22554891.145 16595468.427 98759138.937 35365197.681 16294122.761 82952462.943 19020802.447 323829441.387 156221939.443 69681835.968 143798690.862 88696398.704 197531752.915 49235369.754 
1557 -1.0000 -1.0000 0.3333 0.0000 0.6667 0.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1103296966.018 661843348.467 241287238.389 109963524.012 437112045.848 369708564.801 638938306.821 293688910.956 451232302.000 326973461.423 377300.489 -3397543.368 1550813.203 30109671.629 22554891.145 16595468.427 98759138.937 35365197.681 16294122.761 82952462.943 19020802.447 323829441.387 156221939.443 69681835.968 143798690.862 88696398.704 197531752.915 49235369.754 
1558 -1.0000 -1.0000 0.3333 0.0000 0.6667 0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1103296966.018 661843348.467 241287238.389 109963524.012 437112045.848 369708564.801 638938306.821 293688910.956 451232302.000 326973461.423 377300.489 -3397543.368 1550813.203 30109671.629 22554891.145 16595468.427 98759138.937 35365197.681 16294122.761 82952462.943 19020802.447 323829441.387 156221939.443 69681835.968 143798690.862 88696398.704 197531752.915 49235369.754 
1559 -1.0000 -1.0000 0.3333 0.0000 0.6667 0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1103296966.018 661843348.467 241287238.389 109963524.012 437112045.848 369708564.801 638938306.821 293688910.956 451232302.000 326973461.423 377300.489 -3397543.368 1550813.203 30109671.629 22554891.145 16595468.427 98759138.937 35365197.681 16294122.761 82952462.943 19020802.447 323829441.387 156221939.443 69681835.968 143798690.862 88696398.704 197531752.915 49235369.754 
1560 -1.0000 -1.0000 0.3333 0.0000 0.6667 1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 1103296966.018 661843348.467 241287238.389 109963524.012 437112045.848 369708564.801 638938306.821 293688910.956 451232302.000 326973461.423 377300.489 -3397543.368 1550813.203 30109671.629 22554891.145 16595468.427 98759138.937 35365197.681 16294122.761 82952462.943 19020802.447 323829441.387 156221939.443 69681835.968 143798690.862 88696398.704 197531752.915 49235369.754 
1561 -1.0000 -1.0000 0.3333 0.0000 1.0000 -1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 988136398.720 472168827.716 206982398.169 156190116.225 371763745.855 289556823.200 398566165.657 123559893.042 396809839.823 289862661.046 -1457979.102 -3537518.244 2982840.522 35408533.595 45900902.912 19427918.440 67023192.568 32471607.218 17671203.682 71538234.193 14084733.618 280653793.021 144712933.446 104330500.974 114968529.860 100344005.345 187613527.663 36063006.506 
1562 -1.0000 -1.0000 0.3333 0.0000 1.0000 -0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 988136398.720 472168827.716 206982398.169 156190116.225 371763745.855 289556823.200 398566165.657 123559893.042 396809839.823 289862661.046 -1457979.102 -3537518.244 2982840.522 35408533.595 45900902.912 19427918.440 67023192.568 32471607.218 17671203.682 71538234.193 14084733.618 280653793.021 144712933.446 104330500.974 114968529.860 100344005.345 187613527.663 36063006.506 
1563 -1.0000 -1.0000 0.3333 0.0000 1.0000 -0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 988136398.720 472168827.716 206982398.169 156190116.225 371763745.855 289556823.200 398566165.657 123559893.042 396809839.823 289862661.046 -1457979.102 -3537518.244 2982840.522 35408533.595 45900902.912 19427918.440 67023192.568 32471607.218 17671203.682 71538234.193 14084733.618 280653793.021 144712933.446 104330500.974 114968529.860 100344005.345 187613527.663 36063006.506 
1564 -1.0000 -1.0000 0.3333 0.0000 1.0000 0.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 988136398.720 472168827.716 206982398.169 156190116.225 371763745.855 289556823.200 398566165.657 123559893.042 396809839.823 289862661.046 -1457979.102 -3537518.244 2982840.522 35408533.595 45900902.912 19427918.440 67023192.568 32471607.218 17671203.682 71538234.193 14084733.618 280653793.021 144712933.446 104330500.974 114968529.860 100344005.345 187613527.663 36063006.506 
1565 -1.0000 -1.0000 0.3333 0.0000 1.0000 0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 988136398.720 472168827.716 206982398.169 156190116.225 371763745.855 289556823.200 398566165.657 123559893.042 396809839.823 289862661.046 -1457979.102 -3537518.244 2982840.522 35408533.595 45900902.912 19427918.440 67023192.568 32471607.218 17671203.682 71538234.193 14084733.618 280653793.021 144712933.446 104330500.974 114968529.860 100344005.345 187613527.663 36063006.506 
1566 -1.0000 -1.0000 0.3333 0.0000 1.0000 0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 988136398.720 472168827.716 206982398.169 156190116.225 371763745.855 289556823.200 398566165.657 123559893.042 396809839.823 289862661.046 -1457979.102 -3537518.244 2982840.522 35408533.595 45900902.912 19427918.440 67023192.568 32471607.218 17671203.682 71538234.193 14084733.618 280653793.021 144712933.446 104330500.974 114968529.860 100344005.345 187613527.663 36063006.506 
1567 -1.0000 -1.0000 0.3333 0.0000 1.0000 1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 988136398.720 472168827.716 206982398.169 156190116.225 371763745.855 289556823.200 398566165.657 123559893.042 396809839.823 289862661.046 -1457979.102 -3537518.244 2982840.522 35408533.595 45900902.912 19427918.440 67023192.568 32471607.218 17671203.682 71538234.193 14084733.618 280653793.021 144712933.446 104330500.974 114968529.860 100344005.345 187613527.663 36063006.506 
1568 -1.0000 -1.0000 0.3333 0.3333 -1.0000 -1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2386743624.880 2135131029.469 855472197.724 740146075.751 901812770.173 996958720.516 1342959538.633 1134159737.894 1255249317.003 1163497894.913 398090802.891 297445144.518 303744783.109 458873612.689 513688745.023 377848826.445 527963532.499 591439356.610 517244297.701 382804517.747 347934115.158 1163043743.386 1096473639.609 924365026.093 496085684.069 435788662.473 609695121.475 502451287.236 
1569 -1.0000 -1.0000 0.3333 0.3333 -1.0000 -0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2386743624.880 2135131029.469 855472197.724 740146075.751 901812770.173 996958720.516 1342959538.633 1134159737.894 1255249317.003 1163497894.913 398090802.891 297445144.518 303744783.109 458873612.689 513688745.023 377848826.445 527963532.499 591439356.610 517244297.701 382804517.747 347934115.158 1163043743.386 1096473639.609 924365026.093 496085684.069 435788662.473 609695121.475 502451287.236 
1570 -1.0000 -1.0000 0.3333 0.3333 -1.0000 -0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2386743624.880 2135131029.469 855472197.724 740146075.751 901812770.173 996958720.516 1342959538.633 1134159737.894 1255249317.003 1163497894.913 398090802.891 297445144.518 303744783.109 458873612.689 513688745.023 377848826.445 527963532.499 591439356.610 517244297.701 382804517.747 347934115.158 1163043743.386 1096473639.609 924365026.093 496085684.069 435788662.473 609695121.475 502451287.236 
1571 -1.0000 -1.0000 0.3333 0.3333 -1.0000 0.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2386743624.880 2135131029.469 855472197.724 740146075.751 901812770.173 996958720.516 1342959538.633 1134159737.894 1255249317.003 1163497894.913 398090802.891 297445144.518 303744783.109 458873612.689 513688745.023 377848826.445 527963532.499 591439356.610 517244297.701 382804517.747 347934115.158 1163043743.386 1096473639.609 924365026.093 496085684.069 435788662.473 609695121.475 502451287.236 
1572 -1.0000 -1.0000 0.3333 0.3333 -1.0000 0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2386743624.880 2135131029.469 855472197.724 740146075.751 901812770.173 996958720.516 1342959538.633 1134159737.894 1255249317.003 1163497894.913 398090802.891 297445144.518 303744783.109 458873612.689 513688745.023 377848826.445 527963532.499 591439356.610 517244297.701 382804517.747 347934115.158 1163043743.386 1096473639.609 924365026.093 496085684.069 435788662.473 609695121.475 502451287.236 
1573 -1.0000 -1.0000 0.3333 0.3333 -1.0000 0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2386743624.880 2135131029.469 855472197.724 740146075.751 901812770.173 996958720.516 1342959538.633 1134159737.894 1255249317.003 1163497894.913 398090802.891 297445144.518 303744783.109 458873612.689 513688745.023 377848826.445 527963532.499 591439356.610 517244297.701 382804517.747 347934115.158 1163043743.386 1096473639.609 924365026.093 496085684.069 435788662.473 609695121.475 502451287.236 
1574 -1.0000 -1.0000 0.3333 0.3333 -1.0000 1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2386743624.880 2135131029.469 855472197.724 740146075.751 901812770.173 996958720.516 1342959538.633 1134159737.894 1255249317.003 1163497894.913 398090802.891 297445144.518 303744783.109 458873612.689 513688745.023 377848826.445 527963532.499 591439356.610 517244297.701 382804517.747 347934115.158 1163043743.386 1096473639.609 924365026.093 496085684.069 435788662.473 609695121.475 502451287.236 
1575 -1.0000 -1.0000 0.3333 0.3333 -0.6667 -1.0000 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2039610618.860 1936835179.147 863462277.165 779912249.389 1050514024.284 862308722.896 1207389252.415 1002051548.051 1072027937.179 1031317959.712 290599196.740 197551633.668 241633486.676 310727771.573 434142515.514 320896033.021 529173093.601 523167453.967 339488312.340 336276213.417 319289337.762 1105664956.514 843701170.241 710390043.930 433370737.856 252495337.074 545552675.807 530837858.439 
1576 -1.0000 -1.0000 0.3333 0.3333 -0.6667 -0.6667 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2039610618.860 1936835179.147 863462277.165 779912249.389 1050514024.284 862308722.896 1207389252.415 1002051548.051 1072027937.179 1031317959.712 290599196.740 197551633.668 241633486.676 310727771.573 434142515.514 320896033.021 529173093.601 523167453.967 339488312.340 336276213.417 319289337.762 1105664956.514 843701170.241 710390043.930 433370737.856 252495337.074 545552675.807 530837858.439 
1577 -1.0000 -1.0000 0.3333 0.3333 -0.6667 -0.3333 1615849147.372 1627000502.472 973297670.179 1032902277.128 1101927178.388 1039560322.497 1174990400.908 1177961949.212 1963767408.078 1213717417.470 2039610618.860 1936835179.147 863462277.165 779912249.389 1050514024.284 862308722.896 1207389252.415 1002051548.051 1072027937.179 1031317959.712 290599196.740 197551633.668 241633486.676 310727771.573 434142515.514 320896033.021 529173093.601 523167453.967 339488312.340 336276213.417 319289337.762 1105664956.514 843701170.241 710390043.930 433370737.856 252495337.074 545552675.807 530837858.439 
